Défendre, ai défendu, as défendu, a défendu, a défendu, avons défendu, avez défendu, ont défendu, ont défendu
Tirer, ai tiré, as tiré, a tiré, a tiré, avons tiré, avez tiré, ont tiré, ont tiré
S'éloigner, me suis éloigné, t'es éloigné, s'est éloigné, s'est éloigné, nous sommes éloignés, vous êtes éloigné, se sont éloignés, se sont éloignés
S'appeler, me suis appelé, t'es appelé, s'est appelé, s'est appelée, nous sommes appelés, vous êtes appelés, se sont appelés, se sont appelées
S'asseoir, me suis assis, t'es assis, s'est assis, s'est assise, nous sommes assis, vous êtes assis, se sont assis, se sont assises
S'arrêter, me suis arrêté, t'es arrêté, s'est arrêté, s'est arrêtée, nous sommes arrêtés, vous êtes arrêtés, se sont arrêtés, se sont arrêtées
S'avancer, me suis avancé, t'es avancé, s'est avancé, s'est avancée, nous sommes avancés, vous êtes avancés, se sont avancés, se sont avancées
S'habiller, me suis habillé, t'es habillé, s'est habillé, s'est habillée, nous sommes habillés, vous êtes habillés, se sont habillés, se sont habillées
Se coucher, me suis couché, t'es couché, s'est couché, s'est couchée, nous sommes couchés, vous êtes couchés, se sont couchés, se sont couchées
Se cacher, me suis caché, t'es caché, s'est caché, s'est cachée, nous sommes cachés, vous êtes cachés, se sont caché, se sont cachées
Se blesser, me suis blessé, t'es blessé, s'est blessé, s'est blessées, nous sommes blessés, vous êtes blessés, se sont blessés, se sont blessées
Se distraire, me suis distrait, t'es distrait, s'est distrait, s'est distraite, nous sommes distraits, vous êtes distraits, se sont distraits, se sont distraites  
Se doucher, me suis douché, t'es douché, s'est douché, s'est douchée, nous sommes douchés, vous êtes douchés, se sont douchés, se sont douchées
S'ennuyer, me suis ennuyé, t'es ennuyé, s'est ennuyé, s'est ennuyée, nous sommes ennuyés, vous êtes ennuyés, se sont ennuyé, se sont ennuyées
Se laver, me suis lavé, t'es lavé, s'est lavé, s'est lavée, nous sommes lavés, vous êtes lavés, se sont lavés, se sont lavées
Se marier, me suis marié, t'es marié, s'est marié, s'est mariée, nous sommes mariés, vous êtes mariés, se sont mariés, se sont mariées
Se préparer, me suis préparé, t'es préparé, s'est préparé, s'est préparée, nous sommes préparés, vous êtes préparés, se sont préparés, se sont préparées
Se promener, me suis promené, t'es promené, s'est promené, s'est promenée, nous sommes promenés, vous êtes promenés, se sont promenés, se sont promenées
Se réveiller, me suis réveillé, t'es réveillé, s'est réveillé, s'est réveillée, nous sommes réveillés, vous êtes réveillés, se sont réveillés, se sont réveillées
Se transformer, me suis transformé, t'es transformé, s'est transformé, s'est transformée, nous sommes transformés, vous êtes transformés, se sont transformés, se sont transformées
Se tromper, me suis trompé, t'es trompé, s'est trompé, s'est trompée, nous sommes trompés, vous êtes trompés, se sont trompés, se sont trompées
