Empêcher, aurais empêché, aurais empêché, aurait empêché, aurait empêché, aurions empêché, auriez empêché, auraient empêché, auraient empêché
Sortir, serais sorti, serait sorti, serait sorti, serait sortie, serions sortis, seriez sortis, seraient sortis, seraient sorties
Reprendre,aurais repris,aurais repris,aurait repris,aurait repris,aurions repris,auriez repris,auraient repris,auraient repris
Mener, aurais mené, aurais mené, aurait mené, aurait mené, aurions mené, auriez mené, auraient mené, auraient mené
Appartenir, aurais appartenu, aurais appartenu, aurait appartenu, aurait appartenu, aurions appartenu, auriez appartenu, auraient appartenu, auraient appartenu
Risquer, aurais risqué, aurais risqué, aurait risqué, aurait risqué, aurions risqué, auriez risqué, auraient risqué, auraient risqué
Concerner, aurais concerné, aurais concerné, aurait concerné, aurait concerné, aurions concerné, auriez concerné, auraient concerné, auraient concerné
Apprendre, aurais appris, aurais appris, aurait appris, aurait appris, aurions appris, auriez appris, auraient appris, auraient appris
Rencontrer, aurais rencontré, aurais rencontré, aurait rencontré, aurait rencontré, aurions rencontré, auriez rencontré, auraient rencontré, auraient rencontré
Créer, aurais créé, aurais créé, aurait créé, aurait créé, aurions créé, auriez créé, auraient créé, auraient créé
Obtenir, aurais obtenu, aurais obtenu, aurait obtenu, aurait obtenu, aurions obtenu, auriez obtenu, auraient obtenu, auraient obtenu
Chercher, aurais cherché, aurais cherché, aurait cherché, aurait cherché, aurions cherché, auriez cherché, auraient cherché, auraient cherché
Entrer, serais entré, serait entré, serait entré, serait entrée, serions entrés, seriez entrés, seraient entrés, seraient entrées
Proposer, aurais proposé, aurais proposé, aurait proposé, aurait proposé, aurions proposé, auriez proposé, auraient proposé, auraient proposé
Apporter, aurais apporté, aurais apporté, aurait apporté, aurait apporté, aurions apporté, auriez apporté, auraient apporté, auraient apporté
Utiliser, aurais utilisé, aurais utilisé, aurait utilisé, aurait utilisé, aurions utilisé, auriez utilisé, auraient utilisé, auraient utilisé
Atteindre, aurais atteint, aurais atteint, aurait atteint, aurait atteint, aurions atteint, auriez atteint, auraient atteint, auraient atteint
Tenter, aurais tenté, aurais tenté, aurait tenté, aurait tenté, aurions tenté, auriez tenté, auraient tenté, auraient tenté
Importer, aurais importé, aurais importé, aurait importé, aurait importé, aurions importé, auriez importé, auraient importé, auraient importé
Ajouter, aurais ajouté, aurais ajouté, aurait ajouté, aurait ajouté, aurions ajouté, auriez ajouté, auraient ajouté, auraient ajouté
Produire, aurais produit, aurais produit, aurait produit, aurait produit, aurions produit, auriez produit, auraient produit, auraient produit
Préparer, aurais préparé, aurais préparé, aurait préparé, aurait préparé, aurions préparé, auriez préparé, auraient préparé, auraient préparé
Relever, aurais relevé, aurais relevé, aurait relevé, aurait relevé, aurions relevé, auriez relevé, auraient relevé, auraient relevé
Écrire, aurais écrit, aurais écrit, aurait écrit, aurait écrit, aurions écrit, auriez écrit, auraient écrit, auraient écrit
Défendre, aurais défendu, aurais défendu, aurait défendu, aurait défendu, aurions défendu, auriez défendu, auraient défendu, auraient défendu
Tirer, aurais tiré, aurais tiré, aurait tiré, aurait tiré, aurions tiré, auriez tiré, auraient tiré, auraient tiré
S'éloigner, me serais éloigné, te serait éloigné, se serait éloigné, se serait éloigné, nous serions éloignés, vous seriez éloigné, se seraient éloignés, se seraient éloignés
S'appeler, me serais appelé, te serait appelé, se serait appelé, se serait appelée, nous serions appelés, vous seriez appelés, se seraient appelés, se seraient appelées
S'asseoir, me serais assis, te serait assis, se serait assis, se serait assise, nous serions assis, vous seriez assis, se seraient assis, se seraient assises
S'arrêter, me serais arrêté, te serait arrêté, se serait arrêté, se serait arrêtée, nous serions arrêtés, vous seriez arrêtés, se seraient arrêtés, se seraient arrêtées
S'avancer, me serais avancé, te serait avancé, se serait avancé, se serait avancée, nous serions avancés, vous seriez avancés, se seraient avancés, se seraient avancées
S'habiller, me serais habillé, te serait habillé, se serait habillé, se serait habillée, nous serions habillés, vous seriez habillés, se seraient habillés, se seraient habillées
Se coucher, me serais couché, te serait couché, se serait couché, se serait couchée, nous serions couchés, vous seriez couchés, se seraient couchés, se seraient couchées
Se cacher, me serais caché, te serait caché, se serait caché, se serait cachée, nous serions cachés, vous seriez cachés, se seraient caché, se seraient cachées
Se blesser, me serais blessé, te serait blessé, se serait blessé, se serait blessées, nous serions blessés, vous seriez blessés, se seraient blessés, se seraient blessées
Se distraire, me serais distrait, te serait distrait, se serait distrait, se serait distraite, nous serions distraits, vous seriez distraits, se seraient distraits, se seraient distraites  
Se doucher, me serais douché, te serait douché, se serait douché, se serait douchée, nous serions douchés, vous seriez douchés, se seraient douchés, se seraient douchées
S'ennuyer, me serais ennuyé, te serait ennuyé, se serait ennuyé, se serait ennuyée, nous serions ennuyés, vous seriez ennuyés, se seraient ennuyé, se seraient ennuyées
Se laver, me serais lavé, te serait lavé, se serait lavé, se serait lavée, nous serions lavés, vous seriez lavés, se seraient lavés, se seraient lavées
Se marier, me serais marié, te serait marié, se serait marié, se serait mariée, nous serions mariés, vous seriez mariés, se seraient mariés, se seraient mariées
Se préparer, me serais préparé, te serait préparé, se serait préparé, se serait préparée, nous serions préparés, vous seriez préparés, se seraient préparés, se seraient préparées
Se promener, me serais promené, te serait promené, se serait promené, se serait promenée, nous serions promenés, vous seriez promenés, se seraient promenés, se seraient promenées
Se réveiller, me serais réveillé, te serait réveillé, se serait réveillé, se serait réveillée, nous serions réveillés, vous seriez réveillés, se seraient réveillés, se seraient réveillées
Se transformer, me serais transformé, te serait transformé, se serait transformé, se serait transformée, nous serions transformés, vous seriez transformés, se seraient transformés, se seraient transformées
Se tromper, me serais trompé, te serait trompé, se serait trompé, se serait trompée, nous serions trompés, vous seriez trompés, se seraient trompés, se seraient trompées
