Travailler, travaillais, travaillais, travaillait, travaillait, travaillions, travailliez, travaillaient, travaillaient
Représenter, représentais, représentais, représentait, représentait, représentions, représentiez, représentaient, représentaient
Assurer, assurais, assurais, assurait, assurait, assurions, assuriez, assuraient, assuraient
Essayer, essayais, essayais, essayait, essayait, essayions, essayiez, essayaient, essayaient
Empêcher, empêchais, empêchais, empêchait, empêchait, empêchions, empêchiez, empêchaient, empêchaient
Sortir, sortais, sortais, sortait, sortait, sortions, sortiez, sortaient, sortaient
Reprendre, reprenais, reprenais, reprenait, reprenait, reprenions, repreniez, reprenaient
Mener, menais, menais, menait, menait, menions, meniez, menaient, menaient
Appartenir, appartenais, appartenais, appartenait, appartenait, appartenions, apparteniez, appartenaient, appartenaient
Risquer, risquais, risquais, risquait, risquait, risquions, risquiez, risquaient, risquaient
Concerner, concernais,concernais,concernait,concernait,concernions,concerniez,concernaient,concernaient
Apprendre, apprenais, apprenais, apprenait, apprenait, apprenions, appreniez, apprenaient, apprenaient
Rencontre, rencontrais, rencontrais, rencontrait, rencontrait, rencontrions, rencontriez, rencontraient, rencontraient
Créer, créais, créais, créait, créait, créions, créiez, créaient, créaient
Obtenir, obtenais, obtenais, obtenait, obtenait, obtenions, obteniez, obtenaient, obtenaient
Chercher, cherchais, cherchais, cherchait, cherchait, cherchions, cherchiez, cherchaient, cherchaient
Entrer, entrais, entrais, entrait, entrait, entrions, entriez, entraient, entraient, entraient
Proposer, proposais, proposais, proposait, proposait, proposions, proposiez, proposaient, proposaient
Apporter, apportais, apportais, apportait, apportait, apportions, apportiez, apportaient, apportaient
Utiliser, utilisais, utilisais, utilisait, utilisait, utilisions, utilisiez, utilisaient, utilisaient
Atteindre, atteignais, atteignais, atteignait, atteignait, atteignions, atteigniez, atteignaient, atteignaient
Tenter, tentais, tentais, tentait, tentait, tentions, tentiez, tentaient, tentaient
Importer, importais, importais, importait, importait, importions, importiez, importaient, importaient
Ajouter, ajoutais, ajoutais, ajoutait, ajoutait, ajoutions, ajoutiez, ajoutaient, ajoutaient
Produire, produisais, produisais, produisait, produisait, produisions, produisiez, produisaient, produisaient
Préparer, préparais, préparais, préparait, préparait, préparions, prépariez, préparaient, préparaient
Relever, relevais, relevais, relevait, relevait, relevions, releviez, relevaient, relevaient
Écrire, écrivais, écrivais, écrivait, écrivait, écrivions, écriviez, écrivaient, écrivaient
Défendre, défendais, défendais, défendait, défendait, défendions, défendiez, défendaient, défendaient
Tirer, tirais, tirais, tirait, tirait, tirions, tiriez, tiraient, tiraient
S'éloigner, m'éloignais, t'éloignais, s'éloignait, s'éloignait, nous éloignions, vous éloigniez, s'éloignaient,s'éloignaient
S'appeler, m'appelais, t'appelais, s'appelait, s'appelait, nous appelions, vous appeliez, s'appelaient, s'appelaient
S'asseoir, m'asseyais, t'asseyais, s'asseyait, s'asseyait, nous asseyions, vous asseyiez, s'asseyaient, s'asseyaient
S'arrêter, m'arrêtais, t'arrêtais, s'arrêtait, s'arrêtait, nous arrêtions, vous arrêtiez, s'arrêtaient, s'arrêtaient
S'avancer, m'avançais, t'avançais, s'avançait, s'avançait, nous avancions, vous avanciez, s'avançaient, s'avançaient 
S'habiller, m'habillais, t'habillais, s'habillait, s'habillait, nous habillions, vous habilliez, s'habillaient, s'habillaient
Se coucher, me couchais, te couchais, se couchait, se couchait, nous couchions, vous couchiez, se couchaient, se couchaient 
Se cacher, me cachais, te cachais, se cachait, se cachait, nous cachions, vous cachiez, se cachaient, se cachaient
Se blesser, me blessais, te blessais, se blessait, se blessait, nous blessions, vous blessiez, se blassaient, se blessaient
Se distraire, me distrayais, te distrayais, se distrayait, se distrayait, nous distrayions, vous distrayiez, se distrayaient, se distrayaient
Se doucher, me douchais, te douchais, se douchait, se douchait, nous douchions, vous douchiez, se douchaient, se douchaient
S'ennuyer, m'ennuyais, t'ennuyais, s'ennuyait, s'ennuyait, nous ennuyions, vous ennuyiez, s'ennuyaient, s'ennuyaient 
Se laver, me lavais, te lavais, se lavait, se lavait, nous lavions, vous laviez, se lavaient, se lavaient
Se marier, me mariais, te mariais, se mariait, se mariait, nous mariions, vous mariiez, se mariaient, se mariaient
Se préparer, me préparais, te préparais, se préparait, se préparait, nous préparions, vous prépariez, se préparaient, se préparaient
Se promener, me promenais, te promenais, se promenait, se promenait, nous promenions, vous promeniez, se promenaient, se promenaient
Se réveiller, me réveillais, te réveillais, se réveillait, se réveillait, nous réveillions, vous réveilliez, se réveillaient, se réveillaient
Se transformer, me transformais, te transformais, se transformait, se transformait, nous transformions, vous transformiez, se transformaient, se transformaient
Se tromper, me trompais, te trompais, se trompait, se trompait, nous trompions, vous trompiez, se trompaient, se trompaient
